id,protein,taxa,e-value
WP_000053150.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus agalactiae,1.29E-93
WP_000053151.1, amino acid ABC transporter ATP-binding protein,Streptococcus agalactiae,1.31E-93
WP_017647830.1, amino acid ABC transporter ATP-binding protein,Streptococcus agalactiae,1.43E-93
WP_000230129.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus agalactiae,1.48E-93
WP_115356925.1, amino acid ABC transporter ATP-binding protein,Streptococcus agalactiae,1.74E-93
WP_000230131.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus agalactiae,1.97E-93
WP_000053148.1, amino acid ABC transporter ATP-binding protein,Streptococcus agalactiae,2.41E-93
WP_000053152.1, amino acid ABC transporter ATP-binding protein,Streptococcus agalactiae,3.16E-93
WP_000230134.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus agalactiae,3.36E-93
WP_000053146.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus agalactiae,4.79E-93
WP_057486682.1, amino acid ABC transporter ATP-binding protein,Streptococcus agalactiae,6.12E-93
WP_049512918.1, amino acid ABC transporter ATP-binding protein,Streptococcus anginosus,1.67E-94
WP_101749637.1, amino acid ABC transporter ATP-binding protein,Streptococcus anginosus,2.39E-94
WP_106387916.1, amino acid ABC transporter ATP-binding protein,Streptococcus anginosus,2.58E-94
WP_022525918.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus anginosus,2.82E-94
WP_003035612.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus anginosus,7.45E-94
WP_003024883.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus anginosus,9.79E-94
WP_003032251.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus anginosus,1.02E-93
WP_070241651.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus anginosus,2.08E-93
WP_106083663.1, peptide ABC transporter ATP-binding protein,Streptococcus anginosus,2.76E-93
WP_106100490.1, amino acid ABC transporter ATP-binding protein,Streptococcus anginosus,3.63E-93
WP_024052275.1, glutamine ABC transporter,Streptococcus anginosus,2.08E-92
WP_042901381.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,2.43E-98
WP_033688625.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.22E-95
WP_045606216.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,2.84E-95
WP_143952246.1, ATP-binding cassette domain-containing protein,Streptococcus mitis,3.30E-95
WP_000169047.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,5.40E-95
WP_000140963.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,5.64E-95
WP_084929995.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,6.16E-95
WP_004256549.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.11E-94
WP_000140956.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.27E-94
WP_061864015.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.68E-94
WP_033681390.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.68E-94
WP_033680060.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,2.36E-94
WP_077804934.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,2.58E-94
WP_042901163.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,2.84E-94
WP_000140952.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,2.84E-94
WP_045611777.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,3.21E-94
WP_000132669.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,3.78E-94
WP_042751465.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,3.86E-94
WP_049521722.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,4.45E-94
WP_061424247.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,4.89E-94
WP_033683440.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,5.13E-94
WP_049502139.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,6.11E-94
WP_061087803.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,6.31E-94
WP_141230799.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,6.67E-94
WP_000140953.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.09E-93
YP_003446690.1," ABC-type polar amino acid transport system, ATPase component, glutamine transport",Streptococcus mitis,1.68E-93
WP_000140931.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.86E-93
WP_000366624.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,2.11E-93
WP_000140936.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,3.51E-93
WP_084928862.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,4.39E-93
WP_049546976.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,4.79E-93
WP_042900754.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,4.98E-93
WP_045612140.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,5.77E-93
WP_142556750.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,5.99E-93
WP_024057567.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,6.09E-93
WP_084886695.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,6.29E-93
WP_049500804.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,6.99E-93
WP_033686512.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,7.41E-93
WP_033683755.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,7.88E-93
WP_001229568.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,9.03E-93
WP_061439634.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.11E-92
WP_060628196.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.12E-92
YP_003446315.1, glutamine ABC transporter ATP-binding protein,Streptococcus mitis,1.16E-92
WP_000177026.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.16E-92
WP_049500193.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.23E-92
WP_061088311.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.28E-92
WP_000140929.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.30E-92
WP_078238412.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.55E-92
WP_023946889.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,2.02E-92
WP_000140930.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,2.35E-92
WP_061423792.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,3.60E-92
WP_001229570.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,4.12E-92
WP_084930123.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,5.33E-92
WP_001096336.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,5.57E-92
WP_001229576.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,5.84E-92
WP_061589770.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,6.85E-92
WP_001096328.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,7.64E-92
WP_001096327.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.41E-91
WP_001229574.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.45E-91
WP_060805274.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.85E-91
WP_001096323.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,2.49E-91
WP_023944190.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,2.54E-91
WP_001096320.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,3.57E-91
WP_001096324.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,3.64E-91
WP_050315938.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,4.20E-91
WP_001096322.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis,4.53E-91
WP_142557509.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,9.02E-91
WP_049522441.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,1.83E-90
WP_001096319.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,2.46E-90
WP_077805440.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis,6.98E-89
WP_004259929.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis;Streptococcus pseudopneumoniae,7.75E-95
WP_000140957.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis;Streptococcus pseudopneumoniae,8.18E-95
WP_000140954.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis;Streptococcus pseudopneumoniae,1.54E-94
YP_003445984.1, amino acid ABC transporter ATP-binding protein,Streptococcus mitis;Streptococcus pseudopneumoniae,2.07E-94
WP_001229571.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis;Streptococcus pseudopneumoniae,2.28E-93
WP_033681727.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis;Streptococcus pseudopneumoniae,3.15E-93
WP_001096337.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis;Streptococcus pseudopneumoniae,5.26E-93
WP_001229569.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis;Streptococcus pseudopneumoniae,6.29E-93
WP_001096316.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis;Streptococcus pseudopneumoniae,1.81E-92
WP_001096315.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis;Streptococcus pseudopneumoniae,2.04E-92
WP_049487244.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis;Streptococcus pseudopneumoniae,1.08E-91
WP_001229587.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis;Streptococcus pseudopneumoniae,1.31E-91
WP_001096321.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis;Streptococcus pseudopneumoniae,2.43E-91
WP_023936216.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus mitis;Streptococcus pseudopneumoniae,6.09E-91
WP_049536966.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,8.11E-97
WP_049496325.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.77E-95
WP_049523359.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,6.03E-95
WP_049502721.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,7.75E-95
WP_049540058.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,8.18E-95
WP_054392750.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,8.45E-95
WP_000140941.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,8.64E-95
WP_049549839.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,9.03E-95
WP_049511733.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.51E-94
WP_049534495.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,3.70E-94
WP_000140934.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,3.74E-94
WP_000140962.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,4.65E-94
WP_049537200.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,6.45E-94
WP_100104039.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,7.77E-94
WP_119919801.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,9.66E-94
WP_049494905.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.22E-93
WP_049540899.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.24E-93
WP_138703503.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.24E-93
WP_045762888.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.33E-93
WP_138706272.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.56E-93
WP_000136055.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.69E-93
WP_100104550.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.91E-93
WP_049552622.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.92E-93
WP_101514812.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.93E-93
WP_049509481.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,2.57E-93
WP_049492419.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,2.74E-93
WP_050261470.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,3.11E-93
WP_049531439.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,3.51E-93
WP_049539780.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,3.75E-93
WP_049532812.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,4.95E-93
WP_119919918.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,6.72E-93
WP_023932805.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,7.37E-93
WP_049550873.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,9.27E-93
WP_007516801.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,9.49E-93
WP_049513178.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.72E-92
WP_049544173.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.91E-92
WP_049534099.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.94E-92
WP_049497274.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,3.72E-92
WP_023940199.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,4.68E-92
WP_049532681.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,4.78E-92
WP_049548457.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.03E-91
WP_049548302.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,2.25E-91
WP_001096325.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,3.38E-91
WP_001096329.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,5.70E-91
WP_119943451.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,7.91E-91
WP_049530496.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,8.92E-91
WP_049503260.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.07E-90
WP_001096308.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.79E-90
WP_049494477.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,1.87E-90
WP_001096326.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,2.57E-90
WP_050251490.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,4.03E-90
WP_001096330.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,5.06E-90
WP_119947837.1, amino acid ABC transporter ATP-binding protein,Streptococcus pseudopneumoniae,6.23E-90
WP_013990918.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,1.14E-95
WP_002886191.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,2.57E-95
WP_002884797.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,3.03E-95
WP_002886797.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,3.46E-95
WP_037602114.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,7.26E-95
WP_073686440.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,8.09E-95
WP_004182942.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,9.43E-95
WP_002890387.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,1.78E-94
WP_037601657.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,2.24E-94
WP_022496326.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,2.24E-94
WP_154863970.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,2.37E-94
WP_073688820.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,4.61E-94
WP_060971807.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,4.81E-94
WP_073686739.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,5.30E-94
WP_002891489.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,6.39E-94
WP_002889049.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,6.96E-94
WP_064524165.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,1.13E-93
WP_002889453.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,1.65E-93
WP_037604317.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,4.26E-93
WP_073688456.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,5.03E-93
WP_111686599.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,6.66E-93
WP_104020925.1, ABC transporter,Streptococcus salivarius,9.55E-93
WP_110981206.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,1.15E-92
WP_014634411.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,1.60E-92
WP_084871395.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,1.68E-92
WP_037601338.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,1.72E-92
WP_060775856.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,1.72E-92
WP_037611663.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,2.01E-92
WP_002885036.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,2.88E-92
WP_049545998.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,4.04E-92
WP_002884172.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,5.66E-92
WP_021145491.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,5.85E-92
WP_104020927.1, ABC transporter,Streptococcus salivarius,5.91E-92
WP_014633205.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,6.05E-92
WP_154864737.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,6.55E-92
WP_002889496.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,7.20E-92
WP_037600494.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,8.39E-92
WP_038675884.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,9.46E-92
WP_002889492.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,1.07E-91
WP_154864544.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,1.34E-91
WP_064520653.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,2.55E-91
WP_156246672.1, ATP-binding cassette domain-containing protein,Streptococcus salivarius,3.36E-91
WP_064526527.1, amino acid ABC transporter ATP-binding protein,Streptococcus salivarius,5.49E-90
WP_022442991.1, glutamine ABC transporter ATP-binding protein,Sutterella sp,4.96E-101
WP_022372802.1, glutamine ABC transporter ATP-binding protein GlnQ,Sutterella sp,1.05E-100
WP_022443020.1, glutamine ABC transporter ATP-binding protein GlnQ,Sutterella sp,1.58E-96
WP_118276189.1, amino acid ABC transporter ATP-binding protein,Sutterella sp,4.57E-96
WP_147408870.1, ATP-binding cassette domain-containing protein,Sutterella sp,5.51E-95
WP_022473178.1, glutamine ABC transporter ATP-binding protein GlnQ,Sutterella sp,3.33E-94
WP_139688215.1, amino acid ABC transporter ATP-binding protein,Sutterella sp,2.24E-93
WP_022472598.1, glutamine ABC transporter ATP-binding protein GlnQ,Sutterella sp,2.25E-92
WP_038006417.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Sutterella sp;Sutterella wadsworthensis,1.16E-94
WP_005429418.1, amino acid ABC transporter ATP-binding protein,Sutterella wadsworthensis,8.29E-94
WP_005383807.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Veillonella atypica,1.18E-100
WP_005379059.1, amino acid ABC transporter ATP-binding protein,Veillonella atypica,3.19E-100
WP_005381311.1, MULTISPECIES: amino acid ABC transporter ATP-binding protein,Veillonella atypica,6.57E-100
WP_156931174.1, ATP-binding cassette domain-containing protein,Veillonella atypica,2.03E-99
WP_028257426.1, amino acid ABC transporter ATP-binding protein,Veillonella montpellierensis,3.70E-96
WP_038152474.1, amino acid ABC transporter ATP-binding protein,Veillonella montpellierensis,3.51E-95
