id,protein,taxa,e-value
WP_117571081.1, formate C-acetyltransferase,Eubacterium sp,4.44e-26
WP_039427486.1, formate C-acetyltransferase,Porphyromonas sp,5.01e-26
WP_117926409.1, formate C-acetyltransferase,Eubacterium sp,5.57e-26
WP_072536331.1, formate C-acetyltransferase,Anaerococcus mediterraneensis,6.63e-26
WP_117996140.1, formate C-acetyltransferase,Eubacterium sp,6.87e-26
WP_097656902.1, formate C-acetyltransferase,Prevotella intermedia,1.11e-25
WP_022472526.1, formate C-acetyltransferase,Sutterella sp,1.19e-25
WP_028257675.1, formate C-acetyltransferase,Veillonella montpellierensis,1.28e-25
WP_003839712.1, MULTISPECIES: formate C-acetyltransferase,Bifidobacterium dentium,1.33e-25
WP_061868870.1, formate C-acetyltransferase,Prevotella intermedia,2.29e-25
WP_100020228.1, formate C-acetyltransferase,Prevotella intermedia,2.52e-25
WP_099984528.1, formate C-acetyltransferase,Prevotella intermedia,3.19e-25
WP_100021803.1, formate C-acetyltransferase,Prevotella intermedia,3.33e-25
WP_099977338.1, formate C-acetyltransferase,Prevotella intermedia,3.48e-25
WP_100356215.1, formate C-acetyltransferase,Prevotella intermedia,3.48e-25
tr|S4GXN7|S4GXN7_GARVA, Formate C-acetyltransferase,Gardnerella genomosp3,3.87e-25
WP_099836854.1, formate C-acetyltransferase,Prevotella intermedia,3.90e-25
WP_028905732.1, formate C-acetyltransferase,Prevotella intermedia,3.90e-25
WP_088439687.1, formate C-acetyltransferase,Prevotella intermedia,3.93e-25
WP_124139574.1, formate C-acetyltransferase,Prevotella intermedia,4.03e-25
WP_100014742.1, formate C-acetyltransferase,Prevotella intermedia,4.07e-25
WP_014708607.1, formate C-acetyltransferase,Prevotella intermedia,4.21e-25
WP_097648559.1, formate C-acetyltransferase,Prevotella intermedia,4.33e-25
WP_100328467.1, formate C-acetyltransferase,Prevotella intermedia,4.56e-25
WP_045168267.1, formate C-acetyltransferase,Prevotella intermedia,4.68e-25
WP_044189353.1, MULTISPECIES: formate C-acetyltransferase,Porphyromonas sp,5.00e-25
tr|S4GYB1|S4GYB1_GARVA, Formate C-acetyltransferase,Gardnerella piotii,5.39e-25
tr|S4HSZ9|S4HSZ9_GARVA, Formate C-acetyltransferase,Gardnerella piotii,5.39e-25
WP_096407961.1, formate C-acetyltransferase,Prevotella intermedia,5.82e-25
WP_099892711.1, formate C-acetyltransferase,Prevotella intermedia,6.08e-25
WP_100022631.1, formate C-acetyltransferase,Prevotella intermedia,6.18e-25
tr|T2PL53|T2PL53_GARVA, Formate C-acetyltransferase,Gardnerella genomosp3,6.69e-25
tr|S4HQ26|S4HQ26_GARVA, Formate C-acetyltransferase,Gardnerella piotii,7.11e-25
WP_004132136.1, autonomous glycyl radical cofactor GrcA,Gardnerella genomosp3,7.24e-25
WP_116689481.1, autonomous glycyl radical cofactor GrcA,Gardnerella genomosp15,7.62e-25
WP_016637029.1, formate C-acetyltransferase,Gardnerella genomosp7,9.31e-25
WP_060786406.1, formate C-acetyltransferase,Gardnerella genomosp11,9.56e-25
WP_115794214.1, formate C-acetyltransferase,Gardnerella genomosp15,1.01e-24
WP_102704663.1, MULTISPECIES: formate C-acetyltransferase,Gardnerella piotii,1.17e-24
WP_004828295.1, formate C-acetyltransferase,Anaerococcus lactolyticus,1.34e-24
WP_100371268.1, formate C-acetyltransferase,Prevotella intermedia,1.34e-24
WP_101896555.1, formate acetyltransferase,Gardnerella genomosp3,1.44e-24
WP_115761631.1, formate C-acetyltransferase,Gardnerella genomosp15,1.51e-24
WP_004106337.1, MULTISPECIES: formate C-acetyltransferase,Gardnerella leopoldii,1.55e-24
WP_004108690.1, MULTISPECIES: formate C-acetyltransferase,Gardnerella swidsinskii,1.60e-24
WP_102720658.1, formate acetyltransferase,Gardnerella vaginalis,1.61e-24
tr|S4GG47|S4GG47_GARVA, Formate C-acetyltransferase,Gardnerella piotii,1.67e-24
tr|I4M826|I4M826_GARVA, Formate acetyltransferase,Gardnerella genomosp8,1.68e-24
tr|S4GVK0|S4GVK0_GARVA, Formate C-acetyltransferase,Gardnerella genomosp3,1.79e-24
WP_100190277.1, formate C-acetyltransferase,Prevotella intermedia,1.84e-24
tr|I4M2Z8|I4M2Z8_GARVA, Formate acetyltransferase,Gardnerella genomosp10,1.88e-24
WP_019261066.1, formate C-acetyltransferase,Gardnerella genomosp8,2.16e-24
WP_097549595.1, formate C-acetyltransferase,Prevotella intermedia,2.26e-24
WP_103084159.1, formate acetyltransferase,Gardnerella genomosp13,2.42e-24
WP_115757636.1, formate C-acetyltransferase,Gardnerella genomosp17,2.51e-24
WP_006626667.1, formate C-acetyltransferase,Bulleidia extructa,2.68e-24
WP_139688836.1, formate C-acetyltransferase,Sutterella sp,2.81e-24
WP_004137380.1, formate C-acetyltransferase,Gardnerella genomosp9,3.25e-24
WP_102694692.1, autonomous glycyl radical cofactor GrcA,Gardnerella genomosp8,3.37e-24
tr|S4H1R2|S4H1R2_GARVA, Putative formate C-acetyltransferase,Gardnerella vaginalis,3.38e-24
WP_019261531.1, formate C-acetyltransferase,Gardnerella genomosp16;Gardnerella genomosp2,4.07e-24
WP_116438349.1, formate C-acetyltransferase,Gardnerella piotii,4.44e-24
tr|I4LT64|I4LT64_GARVA, Formate acetyltransferase,Gardnerella genomosp2,4.48e-24
tr|S4GRM9|S4GRM9_GARVA, Formate C-acetyltransferase,Gardnerella genomosp2,4.72e-24
WP_119675574.1," formate C-acetyltransferase, partial",Gardnerella vaginalis,4.98e-24
WP_004112605.1, formate C-acetyltransferase,Gardnerella genomosp14;Gardnerella vaginalis,5.10e-24
WP_076002910.1, formate C-acetyltransferase,Gardnerella swidsinskii,5.42e-24
WP_036847465.1, MULTISPECIES: formate C-acetyltransferase,Porphyromonas sp,5.93e-24
LCVA_215, formate acetyltransferase,Lachnocurva vaginae,9.64e-24
WP_116437181.1, formate C-acetyltransferase,Gardnerella vaginalis,1.98e-23
WP_022249272.1, formate acetyltransferase,Eubacterium sp,2.43e-23
WP_036878938.1, formate C-acetyltransferase,Porphyromonas sp,2.50e-23
WP_004357640.1, formate C-acetyltransferase,Prevotella disiens,2.72e-23
WP_075523368.1, formate C-acetyltransferase,Gardnerella genomosp12,2.89e-23
WP_050638898.1, MULTISPECIES: formate C-acetyltransferase,Eubacterium sp,3.91e-23
WP_055154960.1, formate C-acetyltransferase,Eubacterium sp,1.02e-22
WP_021911817.1, formate acetyltransferase,Eubacterium sp,1.49e-22
WP_012993408.1, formate C-acetyltransferase,Mageeibacillus indolicus,1.53e-22
WP_021983178.1, formate acetyltransferase,Eubacterium sp,1.75e-22
WP_022088682.1, formate C-acetyltransferase,Eubacterium sp,3.93e-22
WP_315572781.1,formate C-acetyltransferase,Amygdalobacter nucleatus,8.20e-22
WP_006304175.1, MULTISPECIES: formate C-acetyltransferase,Fannyhessea vaginae,9.61e-22
WP_117999406.1, formate C-acetyltransferase,Eubacterium sp,1.39e-21
WP_061103024.1, formate C-acetyltransferase,Fannyhessea vaginae,1.77e-21
WP_006302127.1, formate C-acetyltransferase,Fannyhessea vaginae,2.32e-21
WP_066129749.1, formate C-acetyltransferase,Gemella asaccharolytica,2.59e-21
WP_022166282.1, formate C-acetyltransferase,Eubacterium sp,3.56e-21
WP_048597044.1, formate C-acetyltransferase,Fannyhessea vaginae,3.61e-21
WP_315570477.1,formate C-acetyltransferase,Amygdalobacter indicium,7.72e-21
WP_002562876.1, MULTISPECIES: formate C-acetyltransferase,Atopobium minutum,1.22e-20
WP_060914120.1, formate C-acetyltransferase,Gemella haemolysans,2.08e-19
WP_117653193.1, formate C-acetyltransferase,Prevotella disiens,2.20e-19
WP_003144656.1, formate C-acetyltransferase,Gemella haemolysans,2.54e-19
WP_021668700.1, formate C-acetyltransferase,Prevotella disiens,4.36e-19
WP_036882639.1, formate C-acetyltransferase,Prevotella disiens,4.59e-19
WP_118589255.1, formate C-acetyltransferase,Eubacterium sp,8.64e-19
WP_041953311.1, formate C-acetyltransferase,Parvimonas micra,9.56e-19
WP_033126229.1, MULTISPECIES: formate C-acetyltransferase,Eubacterium sp,1.11e-18
WP_021952198.1, formate C-acetyltransferase,Eubacterium sp,1.16e-18
WP_004831937.1, formate C-acetyltransferase,Parvimonas micra,1.47e-18
WP_118058359.1, formate C-acetyltransferase,Parvimonas micra,1.50e-18
WP_029950159.1, formate C-acetyltransferase,Parvimonas micra,1.50e-18
WP_150263828.1, formate C-acetyltransferase,Parvimonas micra,2.94e-18
WP_003146953.1, formate C-acetyltransferase,Gemella haemolysans,3.06e-18
tr|U6S989|U6S989_GARVA, Glycine radical domain protein,Gardnerella piotii,3.11e-18
WP_116438033.1," autonomous glycyl radical cofactor GrcA, partial",Gardnerella vaginalis,3.98e-18
WP_058236996.1, MULTISPECIES: formate C-acetyltransferase,Actinomyces ihumii,4.91e-18
WP_116440031.1," autonomous glycyl radical cofactor GrcA, partial",Gardnerella vaginalis,5.64e-18
WP_092648687.1, formate C-acetyltransferase,Actinomyces radingae,5.74e-18
RFT24991.1," formate acetyltransferase, partial",Gardnerella vaginalis,6.00e-18
WP_118353410.1, formate C-acetyltransferase,Veillonella atypica,2.52e-16
WP_005376664.1, formate C-acetyltransferase,Veillonella atypica,2.52e-16
WP_005381464.1, MULTISPECIES: formate C-acetyltransferase,Veillonella atypica,2.58e-16
WP_016476106.1, MULTISPECIES: formate C-acetyltransferase,Veillonella atypica,2.58e-16
WP_005384415.1, MULTISPECIES: formate C-acetyltransferase,Veillonella atypica,2.72e-16
WP_156930896.1, formate C-acetyltransferase,Veillonella atypica,3.02e-16
WP_060807690.1, formate C-acetyltransferase,Veillonella atypica,3.20e-16
WP_050642264.1, MULTISPECIES: autonomous glycyl radical cofactor GrcA,Eubacterium sp,5.32e-14
WP_315570479.1,glycine radical domain-containing protein,Amygdalobacter indicium,2.04e-13
WP_022166280.1, glycine radical domain protein,Eubacterium sp,1.42e-12
WP_066713779.1,glycine radical domain-containing protein,Amygdalobacter nucleatus,2.55e-12
WP_117999408.1, autonomous glycyl radical cofactor GrcA,Eubacterium sp,8.24e-12
WP_013188706.1, formate acetyltransferase,Mobiluncus curtisii,1.43e-11
WP_004008303.1, MULTISPECIES: formate acetyltransferase,Mobiluncus curtisii;Mobiluncus holmesii,1.49e-11
WP_022088680.1, glycine radical domain protein,Eubacterium sp,2.12e-11
WP_004010021.1, formate acetyltransferase,Mobiluncus curtisii,3.75e-11
WP_033126228.1, MULTISPECIES: autonomous glycyl radical cofactor GrcA,Eubacterium sp,6.52e-11
WP_021952200.1, glycine radical domain protein,Eubacterium sp,7.40e-11
WP_022249274.1, hypothetical protein,Eubacterium sp,8.67e-11
WP_117818545.1, hypothetical protein ,Clostridium leptum,1.28e-10
WP_006304114.1, MULTISPECIES: autonomous glycyl radical cofactor GrcA,Fannyhessea vaginae,1.34e-10
WP_004013143.1, formate acetyltransferase,Mobiluncus mulieris,1.43e-10
WP_005376651.1, MULTISPECIES: autonomous glycyl radical cofactor GrcA,Veillonella atypica,1.80e-10
WP_021866668.1, hypothetical protein,Eubacterium sp,4.32e-10
WP_061103025.1, autonomous glycyl radical cofactor GrcA,Fannyhessea vaginae,4.97e-10
WP_006302128.1, autonomous glycyl radical cofactor GrcA,Fannyhessea vaginae,5.01e-10
WP_048597045.1, autonomous glycyl radical cofactor GrcA,Fannyhessea vaginae,5.37e-10
WP_013169681.1, formate C-acetyltransferase,Arcanobacterium haemolyticum,7.72e-10
RFT28546.1," hypothetical protein CG405_05930, partial",Gardnerella vaginalis,2.30e-09
WP_002562875.1, MULTISPECIES: autonomous glycyl radical cofactor GrcA,Atopobium minutum,5.66e-09
WP_048706493.1, MULTISPECIES: formate C-acetyltransferase,Arcanobacterium haemolyticum,1.06e-08
RFT40065.1," hypothetical protein CG397_03845, partial",Gardnerella vaginalis,7.76e-08
RFT40240.1," formate acetyltransferase, partial",Gardnerella vaginalis,1.46e-07
WP_111724973.1, autonomous glycyl radical cofactor GrcA,Arcanobacterium haemolyticum,1.57e-07
WP_004804705.1, MULTISPECIES: autonomous glycyl radical cofactor GrcA,Arcanobacterium haemolyticum,1.80e-07
WP_058236997.1, MULTISPECIES: autonomous glycyl radical cofactor GrcA,Actinomyces ihumii;Actinomyces radingae,2.76e-07
WP_004013142.1, autonomous glycyl radical cofactor GrcA,Mobiluncus mulieris,6.65e-07
WP_004010020.1, autonomous glycyl radical cofactor GrcA,Mobiluncus curtisii,1.72e-06
WP_004008302.1, MULTISPECIES: autonomous glycyl radical cofactor GrcA,Mobiluncus curtisii;Mobiluncus holmesii,1.73e-06
WP_000627806.1, autonomous glycyl radical cofactor GrcA,Escherichia coli,6.64e-06
WP_000627807.1, MULTISPECIES: autonomous glycyl radical cofactor GrcA,Escherichia coli,9.97e-06
YP_002413603.1, pyruvate formate lyase subunit,Escherichia coli,1.12e-05
WP_000627805.1, autonomous glycyl radical cofactor GrcA,Escherichia coli,1.13e-05
WP_117818543.1, radical SAM protein ,Clostridium leptum,1.22e-05
WP_000246707.1, formate C-acetyltransferase,Streptococcus agalactiae,5.50e-05
WP_000246708.1, MULTISPECIES: formate C-acetyltransferase,Streptococcus agalactiae,6.81e-05
WP_000246712.1, MULTISPECIES: formate C-acetyltransferase,Streptococcus agalactiae,7.04e-05
