id,protein,taxa,e-value
WP_015778080.1, aldehyde dehydrogenase family protein,Anaerococcus prevotii,1.06e-79
WP_013189424.1, NAD-dependent succinate-semialdehyde dehydrogenase,Mobiluncus curtisii,2.88e-79
OAG13991.1, aldehyde dehydrogenase-like protein,Alternaria alternata,4.54e-79
RYN79483.1, hypothetical protein AA0117_g3545,Alternaria alternata,4.03e-78
WP_154545610.1, aldehyde dehydrogenase family protein,Mobiluncus holmesii,7.05e-78
EEQ43582.1, hypothetical protein CAWG_01820,Candida albicans,6.46e-77
WP_004009395.1, NAD-dependent succinate-semialdehyde dehydrogenase,Mobiluncus curtisii,7.94e-77
WP_004010855.1, NAD-dependent succinate-semialdehyde dehydrogenase,Mobiluncus holmesii,1.69e-76
WP_004807662.1, MULTISPECIES: NAD-dependent succinate-semialdehyde dehydrogenase,Arcanobacterium haemolyticum,6.87e-75
WP_148417591.1, aldehyde dehydrogenase family protein,Lawsonella clevelandensis,8.11e-75
WP_107720909.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,2.25e-74
ONH77241.1, Succinate-semialdehyde dehydrogenase [NADP(+)],Pichia kudriavzevii,3.21e-74
WP_004320159.1, MULTISPECIES: aldehyde dehydrogenase family protein,Bacteroides thetaiotaomicron,3.58e-74
AJS94060.1," Ald2p, partial",Saccharomyces cerevisiae,4.13e-74
OUT20385.1, hypothetical protein CAS74_004633,Pichia kudriavzevii,4.23e-74
WP_003665288.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,5.15e-74
KGK39303.1, hypothetical protein JL09_g1554,Pichia kudriavzevii,5.17e-74
WP_053978890.1, succinate-semialdehyde dehydrogenase (NADP(+)),Lawsonella clevelandensis,5.34e-74
WP_053961979.1, succinate-semialdehyde dehydrogenase (NADP(+)),Lawsonella clevelandensis,5.93e-74
WP_094512126.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,8.95e-74
WP_118517789.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Eubacterium sp,9.73e-74
WP_065533499.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,1.37e-73
WP_035151965.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,1.38e-73
WP_013379835.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Eubacterium sp,1.78e-73
WP_072537251.1, aldehyde dehydrogenase family protein,Anaerococcus mediterraneensis,1.88e-73
WP_003669532.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,2.91e-73
WP_042746402.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,2.97e-73
WP_085679831.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,3.41e-73
WP_122481429.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,3.68e-73
WP_078009476.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,3.92e-73
WP_063164304.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,3.92e-73
WP_085650201.1, MULTISPECIES: NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,4.22e-73
WP_123072618.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,4.36e-73
WP_019251833.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,4.60e-73
AWU75893.1, hypothetical protein C5L36_0B11280,Pichia kudriavzevii,4.62e-73
WP_153704795.1, aldehyde dehydrogenase family protein,Lactobacillus reuteri,5.33e-73
WP_003675525.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,5.33e-73
WP_153705872.1, aldehyde dehydrogenase family protein,Lactobacillus reuteri,5.39e-73
WP_124031645.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus vaginalis,5.48e-73
WP_124216276.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,5.81e-73
WP_035156672.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,7.41e-73
WP_094501665.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,9.17e-73
WP_035168957.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,1.03e-72
WP_113897052.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,1.26e-72
WP_066035739.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,1.68e-72
WP_135951218.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,2.62e-72
WP_153709443.1, aldehyde dehydrogenase family protein,Lactobacillus reuteri,3.42e-72
AJS84875.1," Ald3p, partial",Saccharomyces cerevisiae,4.63e-72
WP_006917505.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus coleohominis,5.12e-72
WP_019253748.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,5.57e-72
WP_060805492.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,9.71e-72
WP_153703095.1, aldehyde dehydrogenase family protein,Lactobacillus reuteri,1.15e-71
WP_049547098.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,2.49e-71
WP_075712765.1, aldehyde dehydrogenase,Eubacterium sp,4.50e-71
WP_072575224.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus reuteri,5.01e-71
WP_000199367.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,5.40e-71
WP_045611744.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,8.08e-71
WP_077805127.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,8.70e-71
WP_000199217.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,1.33e-70
WP_000199363.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,1.70e-70
WP_049512072.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus pseudopneumoniae,2.33e-70
WP_049500770.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,2.33e-70
WP_033685143.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,2.35e-70
WP_000199366.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,3.20e-70
WP_033677211.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,3.30e-70
WP_029434820.1, bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase,Bilophila wadsworthia,4.71e-70
WP_049515309.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,5.26e-70
WP_049523724.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus pseudopneumoniae,5.73e-70
WP_061439412.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,6.78e-70
WP_005024598.1, aldehyde dehydrogenase family protein,Bilophila wadsworthia,8.93e-70
WP_071705970.1, CoA-acylating methylmalonate-semialdehyde dehydrogenase,Murdochiella vaginalis,1.78e-69
WP_049521538.1," NADP-dependent glyceraldehyde-3-phosphate dehydrogenase, partial",Streptococcus mitis,1.81e-69
WP_153703854.1, aldehyde dehydrogenase family protein,Lactobacillus reuteri,2.44e-69
WP_061424673.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,2.86e-69
WP_088197855.1, NAD-dependent succinate-semialdehyde dehydrogenase,Streptococcus agalactiae,3.60e-69
WP_017647729.1, NAD-dependent succinate-semialdehyde dehydrogenase,Streptococcus agalactiae,3.87e-69
WP_004805472.1, MULTISPECIES: NAD-dependent succinate-semialdehyde dehydrogenase,Arcanobacterium haemolyticum,4.22e-69
WP_091792276.1, hypothetical protein,Peptococcus niger,4.25e-69
WP_000323651.1, MULTISPECIES: NAD-dependent succinate-semialdehyde dehydrogenase,Streptococcus agalactiae,5.49e-69
WP_103758966.1, succinate-semialdehyde dehydrogenase (NADP(+)),Mobiluncus mulieris,6.16e-69
WP_004012673.1, succinate-semialdehyde dehydrogenase (NADP(+)),Mobiluncus mulieris,6.56e-69
WP_000323650.1, MULTISPECIES: NAD-dependent succinate-semialdehyde dehydrogenase,Streptococcus agalactiae,7.00e-69
WP_114990265.1, succinate-semialdehyde dehydrogenase (NADP(+)),Mobiluncus mulieris,7.77e-69
WP_000323654.1, NAD-dependent succinate-semialdehyde dehydrogenase,Streptococcus agalactiae,9.12e-69
WP_004016983.1, succinate-semialdehyde dehydrogenase (NADP(+)),Mobiluncus mulieris,1.05e-68
WP_000199374.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Haemophilus haemolyticus,1.23e-68
WP_088203050.1, NAD-dependent succinate-semialdehyde dehydrogenase,Streptococcus agalactiae,1.24e-68
WP_115325431.1, succinate-semialdehyde dehydrogenase (NADP(+)),Mobiluncus mulieris,1.94e-68
WP_050881980.1, NAD-dependent succinate-semialdehyde dehydrogenase,Streptococcus agalactiae,2.27e-68
WP_004017585.1, succinate-semialdehyde dehydrogenase (NADP(+)),Mobiluncus mulieris,5.15e-68
AJS84876.1," Ald2p, partial",Saccharomyces cerevisiae,8.30e-68
WP_000323653.1, MULTISPECIES: NAD-dependent succinate-semialdehyde dehydrogenase,Streptococcus agalactiae,8.59e-68
WP_000135233.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,9.25e-68
WP_016480816.1, NAD-dependent succinate-semialdehyde dehydrogenase,Streptococcus agalactiae,1.14e-67
WP_060933975.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus salivarius,1.22e-67
WP_048790745.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus salivarius,2.89e-67
WP_049536433.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus pseudopneumoniae,3.32e-67
WP_070574978.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus salivarius,3.39e-67
WP_021144358.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus salivarius,3.76e-67
WP_084914700.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus salivarius,3.84e-67
WP_084869694.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus salivarius,4.01e-67
WP_002884060.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus salivarius,4.10e-67
WP_002890682.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus salivarius,4.10e-67
WP_045772117.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus salivarius,5.99e-67
WP_045768877.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus salivarius,8.30e-67
WP_000186351.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,8.76e-67
WP_148512628.1, aldehyde dehydrogenase family protein,Streptococcus salivarius,1.16e-66
WP_002888882.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus salivarius,1.35e-66
WP_048788220.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus salivarius,2.38e-66
WP_004008051.1, succinate-semialdehyde dehydrogenase (NADP(+)),Mobiluncus curtisii,1.11e-65
WP_000135235.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus mitis,1.17e-65
WP_049549917.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus pseudopneumoniae,1.36e-65
WP_004010521.1, succinate-semialdehyde dehydrogenase (NADP(+)),Mobiluncus holmesii,1.85e-65
WP_004009785.1, succinate-semialdehyde dehydrogenase (NADP(+)),Mobiluncus curtisii,2.36e-65
WP_001401047.1, succinate-semialdehyde dehydrogenase,Escherichia coli,2.78e-65
WP_001358867.1, succinate-semialdehyde dehydrogenase,Escherichia coli,3.98e-65
NP_416042.2, NAD(+)-dependent succinate semialdehyde dehydrogenase,Escherichia coli,4.97e-65
WP_001397142.1, succinate-semialdehyde dehydrogenase,Escherichia coli,5.13e-65
WP_065226932.1, succinate-semialdehyde dehydrogenase,Escherichia coli,7.42e-65
YP_006119864.1, putative succinate-semialdehyde dehydrogenase,Escherichia coli,7.58e-65
EER32279.1, hypothetical protein CTRG_03950,Candida tropicalis,9.37e-65
WP_001296740.1, MULTISPECIES: succinate-semialdehyde dehydrogenase,Escherichia coli,1.16e-64
YP_002412528.1, putative aldehyde dehydrogenase,Escherichia coli,1.40e-64
KHC34187.1, methylmalonate-semialdehyde dehydrogenase (acylating),Candida albicans,1.43e-64
KGT67708.1, methylmalonate-semialdehyde dehydrogenase (acylating),Candida albicans,1.57e-64
RLP64941.1, methylmalonate-semialdehyde dehydrogenase (acylating),Candida albicans,1.61e-64
WP_000156623.1, MULTISPECIES: succinate-semialdehyde dehydrogenase,Escherichia coli,2.11e-64
WP_001345372.1, succinate-semialdehyde dehydrogenase,Escherichia coli,2.63e-64
KGU29496.1, methylmalonate-semialdehyde dehydrogenase (acylating),Candida albicans,2.71e-64
YP_002407775.1, putative succinate semialdehyde dehydrogenase,Escherichia coli,3.31e-64
NP_310159.2, succinate semialdehyde dehydrogenase,Escherichia coli,4.45e-64
WP_024257885.1, succinate-semialdehyde dehydrogenase,Escherichia coli,5.97e-64
KGU24791.1, methylmalonate-semialdehyde dehydrogenase (acylating),Candida albicans,6.59e-64
WP_000159916.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus agalactiae,9.99e-64
WP_016480669.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus agalactiae,1.19e-63
WP_000323642.1, NAD-dependent succinate-semialdehyde dehydrogenase,Streptococcus agalactiae,1.64e-63
WP_000159911.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus agalactiae,1.74e-63
WP_000159914.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus agalactiae,2.60e-63
WP_075713672.1, aldehyde dehydrogenase family protein,Eubacterium sp,2.63e-63
WP_000159913.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus agalactiae,3.24e-63
WP_000159917.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus agalactiae,4.00e-63
OXC14379.1, succinate-semialdehyde dehydrogenase,Lactobacillus crispatus,7.19e-63
WP_000159910.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus agalactiae,9.34e-63
CBL51108.1, Aldehyde dehydrogenase,Lactobacillus crispatus,1.65e-62
WP_129880012.1, NAD-dependent succinate-semialdehyde dehydrogenase,Bifidobacterium dentium,2.28e-62
WP_154545450.1, aldehyde dehydrogenase family protein,Mobiluncus holmesii,2.42e-62
WP_003838316.1, NAD-dependent succinate-semialdehyde dehydrogenase,Bifidobacterium dentium,2.97e-62
OWY54346.1, aldehyde dehydrogenase,Alternaria alternata,3.60e-62
OAG20153.1, aldehyde dehydrogenase,Alternaria alternata,4.44e-62
WP_000159915.1, MULTISPECIES: NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Streptococcus agalactiae,5.13e-62
RYN73878.1, Vanillin dehydrogenase,Alternaria alternata,7.77e-62
OAG17875.1, aldehyde dehydrogenase,Alternaria alternata,1.02e-61
KAA8793325.1, NAD-dependent succinate-semialdehyde dehydrogenase,Lactobacillus crispatus,1.06e-61
WP_046328909.1, NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,Sneathia vaginalis,1.29e-61
OXC42747.1, succinate-semialdehyde dehydrogenase,Lactobacillus crispatus,1.93e-61
OXC23685.1, succinate-semialdehyde dehydrogenase,Lactobacillus crispatus,2.19e-61
KWU03526.1, succinate-semialdehyde dehydrogenase,Lactobacillus crispatus,2.38e-61
OXC45766.1, succinate-semialdehyde dehydrogenase,Lactobacillus crispatus,3.26e-61
KRK29855.1, aldehyde dehydrogenase,Lactobacillus crispatus,3.26e-61
OCX09175.1, succinate-semialdehyde dehydrogenase,Lactobacillus crispatus,3.33e-61
OXC20999.1, succinate-semialdehyde dehydrogenase,Lactobacillus crispatus,3.47e-61
RYN82970.1, Methylmalonate-semialdehyde dehydrogenase [acylating],Alternaria alternata,3.56e-61
